# idx otype sptprice strike rate volatility otime price
0 0 104.04697420979385 103.20570280398091 0.09837464949334096 0.66036227763133859 0.25861171233945907 11.978371855095531
1 0 90.001927104165347 66.14613716846435 0.073517607777189353 0.29628741975348916 0.21252998499178233 0.031069898704787935
2 1 98.634923771534375 78.9782576824866 0.058589831311977141 0.38817369783190475 0.90350051381521457 4.1167924362142436
3 1 68.562395270335614 115.69742280944126 0.06444915804330642 0.79510997790055749 2.4218865100874134 54.440345007678502
4 1 53.003473070196769 111.68679431326099 0.094699998765607349 0.52582771941494688 2.7163769759685761 43.340418706682449
5 0 52.200606260006921 116.10441603135766 0.038866945689075665 0.56839111471083903 0.24839524438396246 62.800150290574329
6 1 92.660290618951478 161.08035304164071 0.074657642153048084 0.69191335191259462 0.65403314655994482 67.107442088521381
7 0 87.78694841899555 78.756786999140459 0.019619430171550521 0.58706409395367909 2.6034441755219926 23.465280752396108
8 1 116.02152788437758 149.30984238144742 0.0220693362374067 0.51324778178535491 0.47521550958319275 38.471429258767586
9 0 126.02828126319613 99.576224491658266 0.098804467041812616 0.53524736346951762 2.5052343040118625 14.154843144225527
10 0 72.327428508553609 75.139329519081201 0.064757315828715314 0.42802360291220487 1.2172488501334033 11.71048290559667
11 0 68.012175964552995 113.29349898418819 0.048679743053802349 0.13586023940470976 0.054049504877317106 44.983234680672808
12 1 91.146700297335428 105.96132990722184 0.08123650323959207 0.47346320669735781 2.7838417089443603 23.777570797529144
13 1 128.12470355770139 108.4521070326339 0.03297447559681848 0.7473481743926178 2.5933873499114215 37.992365640520575
14 1 110.36623222788199 132.28254525893482 0.080240374051158123 0.23356382439021894 1.6043403500691533 15.846235365548928
15 1 112.19219693777154 87.185181578714676 0.021913697782480954 0.49573736252692385 0.51972367785041995 4.6640029914951313
16 1 96.672360865813786 91.025183072819559 0.048684729782451461 0.79326541269219653 2.2278989221714824 32.29180472096985
17 0 121.7521967658607 95.169761478608649 0.027556247454252752 0.36910973434899724 1.4375989078144724 7.1794829010859473
18 0 47.638524355090517 115.0357912093244 0.013551504836065721 0.58752202027199352 1.2338936617962388 67.466307625493585
19 0 95.125567783745836 78.416269458930486 0.033870661844454718 0.5062043817858517 2.1923976105309397 14.726460284509439
20 0 97.747294113872911 85.894067407997838 0.083935160419734603 0.10843042794274635 2.352921893470715 0.080925894864374293
21 0 114.49771555744951 124.79117148553345 0.03442312306591705 0.37175083541154103 1.368286934277765 22.370353079749371
22 0 132.44580225782829 138.04813053459119 0.036473669340058835 0.4044530011976038 2.1262613165654187 27.637023196912416
23 1 134.50611090133637 118.39189640079697 0.043595838039000342 0.066316893517516684 1.783475360663537 0.033115653174327297
24 1 62.203244535483982 84.580350476117928 0.051838579008468083 0.74469560225453368 2.3845704696964618 35.898236083635439
25 1 85.750152593263181 89.428128239324892 0.058402278888691629 0.76789391699569565 2.0913291384425339 31.073323477188669
26 1 117.85789403309268 88.394530037246 0.049205039167595041 0.20798407872450053 0.85497039852742374 0.33393679122169218
